report_received_date,manufacturer,component,recall_type,potentially_affected
07/03/2008,HOST INDUSTRIES,EQUIPMENT,Vehicle,546.0
07/02/2008,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,5509.0
07/02/2008,LONGHORN CONVERSIONS,EQUIPMENT,Vehicle,16.0
07/02/2008,Damon Corporation,EQUIPMENT,Vehicle,804.0
07/01/2008,"Caterpillar, Inc.",ENGINE AND ENGINE COOLING,Equipment,8950.0
07/01/2008,Goodyear Tire & Rubber Company,TIRES,Tire,5300.0
07/01/2008,Blue Bird Body Company,SEATS,Vehicle,126.0
07/01/2008,"BMW of North America, LLC",POWER TRAIN,Vehicle,46.0
07/01/2008,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,226.0
07/01/2008,GORE TRAILER MANUFACTURER,EQUIPMENT,Vehicle,6.0
07/01/2008,"Coach House, Inc.",EQUIPMENT,Vehicle,297.0
07/01/2008,Blue Bird Body Company,EQUIPMENT,Vehicle,83.0
07/01/2008,"Caterpillar, Inc.",ENGINE AND ENGINE COOLING,Equipment,5508.0
07/01/2008,"Terex South Dakota, Inc.",EQUIPMENT,Equipment,60.0
06/30/2008,New Horizons RV Corporation,EQUIPMENT,Vehicle,135.0
06/27/2008,"Nissan North America, Inc.",EQUIPMENT,Vehicle,180664.0
06/27/2008,"REV Ambulance Group Orlando, Inc.",ELECTRICAL SYSTEM,Vehicle,215.0
06/27/2008,Supreme Corporation,STRUCTURE,Vehicle,3598.0
06/26/2008,PACCAR Incorporated,LATCHES/LOCKS/LINKAGES,Vehicle,62.0
06/26/2008,"American Pacific Industries, Inc.",TIRES,Tire,4738.0
06/25/2008,"Coachmen RV Company, LLC",EQUIPMENT,Vehicle,37293.0
06/23/2008,"NABI Bus, LLC",ELECTRICAL SYSTEM,Vehicle,203.0
06/23/2008,"Baby Trend, Inc.",CHILD SEAT,Child Seat,5787.0
06/20/2008,Shyft Group,STEERING,Vehicle,213.0
06/20/2008,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,22.0
06/20/2008,"Mitsubishi Motors North America, Inc.",ELECTRICAL SYSTEM,Vehicle,73000.0
06/20/2008,"Forest River, Inc.",EQUIPMENT,Vehicle,1.0
06/20/2008,Pierce Manufacturing,STEERING,Vehicle,2372.0
06/19/2008,Hyundai Motor America,EQUIPMENT,Vehicle,88943.0
06/19/2008,"Coachmen RV Company, LLC",EQUIPMENT,Vehicle,4231.0
06/18/2008,"Dutchmen Manufacturing, Inc.",EXTERIOR LIGHTING,Vehicle,478.0
06/17/2008,"Daimler Trucks North America, LLC",EXTERIOR LIGHTING,Vehicle,172.0
06/17/2008,Atwood Mobile Products,EQUIPMENT,Equipment,1731.0
06/17/2008,"Daimler Trucks North America, LLC",SUSPENSION,Vehicle,2506.0
06/16/2008,BUELL MOTORCYCLE CO.,POWER TRAIN,Vehicle,1579.0
06/13/2008,TRAVEL UNITS INC.,EQUIPMENT,Vehicle,2.0
06/13/2008,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,930.0
06/12/2008,Kovatch Mobile Equipment Corp.,"SERVICE BRAKES, AIR",Vehicle,122.0
06/12/2008,BADER WOODWORKING,EQUIPMENT,Vehicle,2.0
06/10/2008,Maxzone Auto Parts Corporation,EXTERIOR LIGHTING,Equipment,2520.0
06/10/2008,"Carriage, Inc.",EQUIPMENT,Vehicle,187.0
06/10/2008,Blue Bird Body Company,STEERING,Vehicle,33.0
06/09/2008,"Meritor, Inc.",POWER TRAIN,Equipment,5392.0
06/05/2008,Isuzu Motors Limited,"FUEL SYSTEM, DIESEL",Vehicle,16859.0
06/05/2008,Damon Corporation,EQUIPMENT,Vehicle,265.0
06/05/2008,"BMW of North America, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,4922.0
06/05/2008,Ducati North America,POWER TRAIN,Vehicle,3614.0
06/05/2008,"Extreme RV, LLC",EQUIPMENT,Vehicle,12951.0
06/05/2008,"General Coach America, Inc.",EQUIPMENT,Vehicle,1.0
06/05/2008,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,8587.0
06/05/2008,"Navistar, Inc.",ELECTRICAL SYSTEM,Vehicle,51588.0
06/04/2008,"BMW of North America, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,548.0
06/04/2008,"Foretravel, Inc.",EQUIPMENT,Vehicle,3.0
06/04/2008,Land Rover,STEERING,Vehicle,37142.0
06/03/2008,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,6692.0
06/03/2008,PACCAR Incorporated,"FUEL SYSTEM, OTHER",Vehicle,36.0
06/03/2008,"Suzuki Motor USA, LLC",ELECTRICAL SYSTEM,Vehicle,9109.0
06/03/2008,Toyota Motor Engineering & Manufacturing,STRUCTURE,Vehicle,196222.0
06/03/2008,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,1263.0
06/03/2008,"Jayco, Inc.",EQUIPMENT,Vehicle,74.0
06/02/2008,"BMW of North America, LLC","FUEL SYSTEM, GASOLINE",Vehicle,1980.0
06/02/2008,"BMW of North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,39.0
06/02/2008,"Chicco USA, Inc.",CHILD SEAT,Child Seat,18000.0
06/02/2008,TECH INTERNATIONAL,TIRES,Tire,6000000.0
06/02/2008,"Mercedes-Benz USA, LLC",TRAILER HITCHES,Vehicle,52740.0
05/28/2008,"Volkswagen Group of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,6579.0
05/28/2008,"Autocar, LLC",STEERING,Vehicle,7.0
05/28/2008,Van Hool N.V.,VISIBILITY,Vehicle,149.0
05/22/2008,Damon Corporation,STEERING,Vehicle,738.0
05/22/2008,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,135.0
05/22/2008,"FLEETWOOD ENTERPRISES, INC.",SEAT BELTS,Vehicle,186.0
05/21/2008,"General Motors, LLC",EXTERIOR LIGHTING,Vehicle,5862.0
05/20/2008,"Winnebago Industries, Inc.",EXTERIOR LIGHTING,Vehicle,35.0
05/20/2008,Blue Bird Body Company,STRUCTURE,Vehicle,23464.0
05/20/2008,"Kawasaki Motors Corp., U.S.A.",VEHICLE SPEED CONTROL,Vehicle,1393.0
05/19/2008,AUTOSTART,EQUIPMENT,Equipment,2000.0
05/19/2008,"Winnebago Industries, Inc.",STEERING,Vehicle,1699.0
05/19/2008,"Winnebago Industries, Inc.",STEERING,Vehicle,306.0
05/19/2008,"Champion Bus, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,31.0
05/16/2008,"Mitsubishi Fuso Truck of America, Inc.",POWER TRAIN,Vehicle,15549.0
05/16/2008,"Kawasaki Motors Corp., U.S.A.",STRUCTURE,Vehicle,9746.0
05/15/2008,Daimler Coaches North America,POWER TRAIN,Vehicle,265.0
05/15/2008,"Bentley Motors, Ltd.","FUEL SYSTEM, GASOLINE",Vehicle,13420.0
05/15/2008,Keystone RV Company,EQUIPMENT,Vehicle,179.0
05/15/2008,Keystone RV Company,EQUIPMENT,Vehicle,259.0
05/15/2008,"Mitsubishi Fuso Truck of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,10325.0
05/14/2008,"Winnebago Industries, Inc.",ENGINE AND ENGINE COOLING,Vehicle,114.0
05/12/2008,Vermeer Manufacturing Company,TRAILER HITCHES,Vehicle,19.0
05/12/2008,"Ferrari North America, Inc.",POWER TRAIN,Vehicle,366.0
05/12/2008,"Forest River, Inc.",STEERING,Vehicle,38.0
05/09/2008,"Navistar, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,5.0
05/09/2008,"Wells Cargo, Inc.",EQUIPMENT,Vehicle,1.0
05/08/2008,COUNTRY COACH INC,SUSPENSION,Vehicle,26.0
05/07/2008,"Jayco, Inc.",ELECTRICAL SYSTEM,Vehicle,1673.0
05/07/2008,Ford Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,605684.0
05/06/2008,"Jayco, Inc.",EQUIPMENT,Vehicle,1265.0
05/06/2008,R-VISION,POWER TRAIN,Vehicle,6.0
05/06/2008,"Volvo Car USA, LLC",ENGINE AND ENGINE COOLING,Vehicle,102.0
05/06/2008,COOPER STANDARD AUTOMOTIVE,"FUEL SYSTEM, GASOLINE",Equipment,50.0
05/06/2008,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,24461.0
05/06/2008,"Forest River, Inc.",STEERING,Vehicle,93.0
05/06/2008,Triple E Recreational Vehicles,STEERING,Vehicle,3.0
05/06/2008,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,1709.0
05/05/2008,"Jayco, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,22.0
05/05/2008,"General Motors, LLC",POWER TRAIN,Vehicle,26.0
05/01/2008,"Airstream, Inc.",STEERING,Vehicle,51.0
04/30/2008,"Hino Motors Sales U.S.A., Inc.",SUSPENSION,Vehicle,16805.0
04/30/2008,FOUR WINDS INTERNATIONAL,STEERING,Vehicle,120.0
04/30/2008,"Eldorado National- California, Inc.",STEERING,Vehicle,10.0
04/28/2008,"Volvo Car USA, LLC",STRUCTURE,Vehicle,7.0
04/28/2008,"Coachmen RV Company, LLC",STEERING,Vehicle,961.0
04/28/2008,"Coachmen RV Company, LLC",STEERING,Vehicle,145.0
04/25/2008,Silver Eagle Manufacturing Company,TRAILER HITCHES,Vehicle,133.0
04/25/2008,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,64754.0
04/25/2008,PACCAR Incorporated,TRAILER HITCHES,Vehicle,3573.0
04/24/2008,FOUR WINDS INTERNATIONAL,EQUIPMENT,Vehicle,104.0
04/24/2008,"Nissan North America, Inc.",SEATS,Vehicle,1126.0
04/24/2008,"Champion Bus, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,503.0
04/24/2008,PACCAR Incorporated,TRAILER HITCHES,Equipment,292.0
04/23/2008,"Yamaha Motor Corporation, USA","FUEL SYSTEM, GASOLINE",Vehicle,9600.0
04/23/2008,SPORT TRAILERS,EQUIPMENT,Vehicle,4.0
04/23/2008,"Columbia Northwest, Inc.",EQUIPMENT,Vehicle,7.0
04/23/2008,SUNRAY RV LLC,EQUIPMENT,Vehicle,71.0
04/23/2008,HOST INDUSTRIES,EQUIPMENT,Vehicle,10.0
04/22/2008,DEL-NAT TIRE CORPORATION,TIRES,Tire,968.0
04/18/2008,Toyota Motor Engineering & Manufacturing,SEAT BELTS,Vehicle,90189.0
04/18/2008,MONACO COACH CORPORATION,ELECTRICAL SYSTEM,Vehicle,648.0
04/17/2008,"Volkswagen Group of America, Inc.",AIR BAGS,Vehicle,76900.0
04/17/2008,"Mack Trucks, Inc.",PARKING BRAKE,Vehicle,66.0
04/17/2008,PACCAR Incorporated,TRAILER HITCHES,Vehicle,172.0
04/16/2008,MOBILE CONCEPTS BY SCOTTY INC.,EQUIPMENT,Vehicle,35.0
04/16/2008,"Gillig, LLC",SUSPENSION,Vehicle,31.0
04/15/2008,Dometic Corporation,EQUIPMENT,Equipment,745574.0
04/15/2008,"SPORTSMOBILE TEXAS, INC",EQUIPMENT,Vehicle,6.0
04/15/2008,"General Motors, LLC",SEAT BELTS,Vehicle,4003.0
04/14/2008,FEDERAL-MOGUL CHASSIS PRODUCTS,SUSPENSION,Equipment,6903.0
04/11/2008,Vectrix Corporation,ELECTRICAL SYSTEM,Vehicle,137.0
04/11/2008,Ford Motor Company,POWER TRAIN,Vehicle,3331.0
04/11/2008,Ford Motor Company,TIRES,Vehicle,158.0
04/11/2008,"UNITED MOTORS OF AMERICA, INC","FUEL SYSTEM, GASOLINE",Vehicle,1145.0
04/11/2008,"KIDRON, INCORPORATED",SUSPENSION,Vehicle,706.0
04/11/2008,"BMW of North America, LLC",SUSPENSION,Vehicle,55.0
04/11/2008,New Horizons RV Corporation,EQUIPMENT,Vehicle,327.0
04/11/2008,Honda (American Honda Motor Co.),VISIBILITY,Vehicle,351000.0
04/10/2008,Hyundai Motor America,AIR BAGS,Vehicle,393308.0
04/10/2008,"FLEETWOOD ENTERPRISES, INC.",STRUCTURE,Vehicle,80.0
04/10/2008,Blue Bird Body Company,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,2129.0
04/10/2008,SAF-Holland,SUSPENSION,Equipment,2065.0
04/10/2008,Toyota Motor Engineering & Manufacturing,VISIBILITY,Vehicle,662178.0
04/09/2008,"Daimler Trucks North America, LLC",PARKING BRAKE,Vehicle,900.0
04/09/2008,"SAAB CARS USA, INC.",SEATS,Vehicle,57389.0
04/08/2008,"Kawasaki Motors Corp., U.S.A.",ENGINE AND ENGINE COOLING,Vehicle,487.0
04/08/2008,Hercules Tire & Rubber Company,TIRES,Tire,2005.0
04/08/2008,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,68240.0
04/07/2008,Glaval Bus,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,466.0
04/07/2008,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,412000.0
04/03/2008,"Daimler Trucks North America, LLC",EXTERIOR LIGHTING,Vehicle,724.0
04/03/2008,"Pirelli Tire, LLC",TIRES,Tire,8273.0
04/02/2008,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,180963.0
04/02/2008,PRO COMPETITION TIRE COMPANY,TIRES,Tire,1206.0
04/01/2008,Bridgestone Americas Tire Operations,TIRES,Tire,143.0
04/01/2008,"Nokian Tyres, Inc.",TIRES,Tire,931.0
04/01/2008,NOVA BUS INCORPORATED,ENGINE AND ENGINE COOLING,Vehicle,19.0
04/01/2008,Norcold Inc.,EQUIPMENT,Equipment,264999.0
03/31/2008,Toyota Motor Corporation,WHEELS,Equipment,216.0
03/31/2008,"TBEI, INCORPORATED",EQUIPMENT,Equipment,605.0
03/28/2008,"AFFINIA GROUP, INC.",STEERING,Equipment,5700.0
03/28/2008,Goodyear Tire & Rubber Company,TIRES,Tire,18.0
03/28/2008,"Evenflo Company, Inc.",CHILD SEAT,Child Seat,1038.0
03/28/2008,GOSHEN COACH,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,518.0
03/28/2008,"Winnebago Industries, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,31.0
03/27/2008,"TRUXXX MANUFACTURING, LLC",EQUIPMENT,Equipment,338.0
03/26/2008,"Piaggio Group Americas, Inc.",EQUIPMENT,Equipment,128.0
03/26/2008,"Piaggio Group Americas, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,329.0
03/26/2008,"Mack Trucks, Inc.","SERVICE BRAKES, AIR",Vehicle,218.0
03/26/2008,"Triumph Motorcycles America, Ltd.",EQUIPMENT,Vehicle,356.0
03/26/2008,TBC Corporation,TIRES,Tire,17014.0
03/26/2008,"AMERICAN CAR CARE CENTERS, INC.",TIRES,Tire,1018.0
03/26/2008,SURE TIRE COMPANY,TIRES,Tire,295.0
03/26/2008,"Navistar, Inc.",SUSPENSION,Vehicle,330.0
03/26/2008,Honda (American Honda Motor Co.),"FUEL SYSTEM, GASOLINE",Vehicle,38934.0
03/26/2008,"Mitsubishi Motors North America, Inc.",ELECTRICAL SYSTEM,Vehicle,116600.0
03/25/2008,"Daimler Trucks North America, LLC",POWER TRAIN,Vehicle,28764.0
03/25/2008,KALYN/SIEBERT,TRAILER HITCHES,Vehicle,8.0
03/25/2008,Newell Coach Corp.,SUSPENSION,Vehicle,65.0
03/25/2008,"MILLENNIUM TRANSIT SERVICES, LLC",STEERING,Vehicle,23.0
03/24/2008,Keystone RV Company,EQUIPMENT,Vehicle,120.0
03/24/2008,"Subaru of America, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,36791.0
03/24/2008,Daimler Buses North America,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,334.0
03/24/2008,Tadano America Corporation,SUSPENSION,Vehicle,39.0
03/21/2008,PACCAR Incorporated,PARKING BRAKE,Vehicle,1043.0
03/21/2008,"EBL ENTERPRISES, INC.",EQUIPMENT,Equipment,48059.0
03/21/2008,"Big Bear American Made Choppers, Inc.",STRUCTURE,Vehicle,1152.0
03/20/2008,Van Hool N.V.,ENGINE AND ENGINE COOLING,Vehicle,447.0
03/20/2008,"Coachmen RV Company, LLC",ENGINE AND ENGINE COOLING,Vehicle,2.0
03/20/2008,Road Systems Incorporated,TRAILER HITCHES,Vehicle,100.0
03/20/2008,OZNIUM LLC,EXTERIOR LIGHTING,Equipment,409.0
03/20/2008,"National Van Builders, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,43.0
03/20/2008,"POLARIS INDUSTRIES, INC.",ELECTRICAL SYSTEM,Vehicle,1585.0
03/20/2008,"Tracker Marine, LLC",EQUIPMENT,Vehicle,1161.0
03/20/2008,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,166.0
03/20/2008,Keystone RV Company,EQUIPMENT,Vehicle,125.0
03/19/2008,KWIK-LOC CORPORATION,TRAILER HITCHES,Vehicle,178.0
03/19/2008,"Mercedes-Benz USA, LLC",EXTERIOR LIGHTING,Vehicle,3283.0
03/18/2008,Motor Coach Industries,SUSPENSION,Vehicle,542.0
03/17/2008,"Big Dog Motorcycles, LLC",EQUIPMENT,Equipment,38.0
03/13/2008,COUNTRY COACH INC,EXTERIOR LIGHTING,Vehicle,1228.0
03/13/2008,GIRARDIN MINIBUS INC.,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,13.0
03/12/2008,Capacity of Texas,PARKING BRAKE,Vehicle,7.0
03/12/2008,"Seagrave Fire Apparatus, LLC",STEERING,Vehicle,18.0
03/12/2008,"General Motors, LLC",ENGINE AND ENGINE COOLING,Vehicle,207542.0
03/11/2008,"General Motors, LLC",EXTERIOR LIGHTING,Vehicle,4586.0
03/11/2008,SPRINTER ENGINEERING & COMPLIANCE SUPPOR,STRUCTURE,Vehicle,727.0
03/11/2008,"Graco Children's Products, Inc.",CHILD SEAT,Child Seat,121042.0
03/11/2008,"Kawasaki Motors Corp., U.S.A.","SERVICE BRAKES, HYDRAULIC",Vehicle,1526.0
03/11/2008,"Kawasaki Motors Corp., U.S.A.","FUEL SYSTEM, GASOLINE",Vehicle,31789.0
03/11/2008,"BMW of North America, LLC","FUEL SYSTEM, GASOLINE",Vehicle,1391.0
03/11/2008,"Daimler Trucks North America, LLC","FUEL SYSTEM, DIESEL",Vehicle,62000.0
03/11/2008,Newell Coach Corp.,STEERING,Vehicle,122.0
03/11/2008,SPRINTER ENGINEERING & COMPLIANCE SUPPOR,"SERVICE BRAKES, HYDRAULIC",Vehicle,34.0
03/11/2008,"BMW of North America, LLC",SUSPENSION,Vehicle,744.0
03/10/2008,PACCAR Incorporated,TRAILER HITCHES,Vehicle,318.0
03/10/2008,"Peterson Industries, Inc.",EQUIPMENT,Vehicle,42.0
03/10/2008,"Triumph Motorcycles America, Ltd.",SUSPENSION,Vehicle,265.0
03/07/2008,Hyundai Motor America,EXTERIOR LIGHTING,Equipment,4085.0
03/07/2008,Cooper Tire & Rubber Co.,TIRES,Tire,48037.0
03/07/2008,Eldorado National-Kansas,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,210.0
03/06/2008,INTERCONTINENTAL AUTO PARTS,"FUEL SYSTEM, GASOLINE",Equipment,1937.0
03/06/2008,"POLYMER PROCESS DEVELOPMENT, LLC",VISIBILITY,Equipment,931.0
03/06/2008,"Champion Bus, Inc.",STEERING,Vehicle,45.0
03/05/2008,"Volvo Car USA, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,1114.0
03/05/2008,"Jayco, Inc.",EQUIPMENT,Vehicle,106.0
03/04/2008,PACCAR Incorporated,"SERVICE BRAKES, AIR",Vehicle,130.0
02/29/2008,"Navistar, Inc.",PARKING BRAKE,Vehicle,579.0
02/29/2008,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,122.0
02/28/2008,"Stoughton Trailers, LLC",TRAILER HITCHES,Vehicle,366.0
02/28/2008,Ford Motor Company,SEATS,Vehicle,87515.0
02/28/2008,"Sun Valley, Inc.",EQUIPMENT,Vehicle,603.0
02/28/2008,"Combi USA, Inc.",CHILD SEAT,Child Seat,67167.0
02/28/2008,"Mitsubishi Motors North America, Inc.",SEATS,Vehicle,5400.0
02/27/2008,Harley-Davidson Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,5947.0
02/27/2008,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,34993.0
02/27/2008,Honda (American Honda Motor Co.),STEERING,Vehicle,273000.0
02/27/2008,Honda (American Honda Motor Co.),VISIBILITY,Vehicle,129600.0
02/26/2008,"Daimler Trucks North America, LLC",STRUCTURE,Vehicle,243435.0
02/26/2008,Hyundai Translead,TRAILER HITCHES,Vehicle,605.0
02/26/2008,Kaffenbarger Truck Equipment Company,TRAILER HITCHES,Vehicle,129.0
02/26/2008,"Daimler Trucks North America, LLC",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,760.0
02/25/2008,"ZIMMERMAN INDUSTRIES, INC.",SUSPENSION,Vehicle,1.0
02/25/2008,"Daimler Trucks North America, LLC",EXTERIOR LIGHTING,Vehicle,2000.0
02/25/2008,Ford Motor Company,AIR BAGS,Vehicle,434593.0
02/25/2008,SUTPHEN CORP.,STEERING,Vehicle,56.0
02/25/2008,Toyota Motor Corporation,WHEELS,Vehicle,1716.0
02/22/2008,"RECARO NORTH AMERICA, INC.",CHILD SEAT,Child Seat,7498.0
02/22/2008,Newmar Corporation,EQUIPMENT,Vehicle,109.0
02/21/2008,"Bendix Commercial Vehicle Systems, LLC",PARKING BRAKE,Equipment,1457.0
02/21/2008,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,607.0
02/20/2008,Newmar Corporation,ELECTRICAL SYSTEM,Vehicle,409.0
02/20/2008,"NABI Bus, LLC",ENGINE AND ENGINE COOLING,Vehicle,25.0
02/20/2008,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,50.0
02/20/2008,"Porsche Cars North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,5573.0
02/15/2008,"Eldorado National- California, Inc.",ENGINE AND ENGINE COOLING,Vehicle,106.0
02/15/2008,"Bentley Motors, Ltd.",AIR BAGS,Vehicle,4.0
02/14/2008,HYOSUNG MOTORS AMERICA INC.,"FUEL SYSTEM, GASOLINE",Vehicle,3292.0
02/14/2008,"Forest River, Inc.",STEERING,Vehicle,89.0
02/14/2008,"Champion Bus, Inc.",STEERING,Vehicle,14.0
02/14/2008,GOSHEN COACH,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,90.0
02/14/2008,AM Equipment,VISIBILITY,Equipment,1877.0
02/14/2008,MONACO COACH CORPORATION,VISIBILITY,Vehicle,1733.0
02/12/2008,"Nissan North America, Inc.",AIR BAGS,Vehicle,16365.0
02/07/2008,Hyundai Motor America,TRAILER HITCHES,Equipment,3387.0
02/07/2008,"Volkswagen Group of America, Inc.",STRUCTURE,Vehicle,720.0
02/07/2008,Blue Bird Body Company,EXTERIOR LIGHTING,Vehicle,45.0
02/07/2008,PACCAR Incorporated,LATCHES/LOCKS/LINKAGES,Vehicle,6169.0
02/07/2008,Motor Coach Industries,STEERING,Vehicle,24.0
02/06/2008,U.S. DRIVE RIGHT,ELECTRICAL SYSTEM,Vehicle,107.0
02/06/2008,"JLEVI STREETWERKS, LLC",EXTERIOR LIGHTING,Equipment,60.0
02/06/2008,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,1338.0
02/06/2008,"Champion Bus, Inc.","SERVICE BRAKES, AIR",Vehicle,74.0
02/06/2008,KING OF THE ROAD,STEERING,Vehicle,20.0
02/05/2008,Honda (American Honda Motor Co.),EQUIPMENT,Equipment,2032.0
02/05/2008,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,57199.0
02/05/2008,"New Flyer of America, Inc.",EQUIPMENT,Vehicle,431.0
02/05/2008,Ford Motor Company,LATCHES/LOCKS/LINKAGES,Vehicle,123632.0
02/05/2008,Damon Corporation,STEERING,Vehicle,326.0
02/05/2008,Land Rover,VISIBILITY,Vehicle,12353.0
02/05/2008,"Kawasaki Motors Corp., U.S.A.",EXTERIOR LIGHTING,Vehicle,532.0
02/04/2008,Ford Motor Company,VEHICLE SPEED CONTROL,Vehicle,225000.0
02/01/2008,"Nissan North America, Inc.",EQUIPMENT,Equipment,480.0
02/01/2008,Crane Carrier Company,"SERVICE BRAKES, AIR",Vehicle,672.0
02/01/2008,"STERLING TEK, INC.",EQUIPMENT,Equipment,705.0
02/01/2008,"Coach House, Inc.",EQUIPMENT,Vehicle,29.0
01/31/2008,"Kawasaki Motors Corp., U.S.A.",EQUIPMENT,Vehicle,3336.0
01/31/2008,"Kawasaki Motors Corp., U.S.A.",EQUIPMENT,Vehicle,4645.0
01/31/2008,"Evenflo Company, Inc.",CHILD SEAT,Child Seat,1000000.0
01/30/2008,"General Motors, LLC",AIR BAGS,Vehicle,181516.0
01/30/2008,Triple E Recreational Vehicles,EQUIPMENT,Vehicle,21.0
01/29/2008,"Eldorado National- California, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,21.0
01/29/2008,"Eldorado National- California, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,31.0
01/28/2008,"Daimler Trucks North America, LLC","SERVICE BRAKES, AIR",Vehicle,473.0
01/28/2008,Doubletree RV,"SERVICE BRAKES, HYDRAULIC",Vehicle,359.0
01/28/2008,"Daimler Trucks North America, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,141.0
01/28/2008,"Elgin Sweeper Company, Inc.",ENGINE AND ENGINE COOLING,Vehicle,66.0
01/28/2008,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,96.0
01/28/2008,"Navistar, Inc.",STRUCTURE,Vehicle,4360.0
01/28/2008,"Volvo Car USA, LLC",EQUIPMENT,Vehicle,1900.0
01/28/2008,Keystone RV Company,EQUIPMENT,Vehicle,247.0
01/28/2008,"Volvo Car USA, LLC","FUEL SYSTEM, GASOLINE",Vehicle,23000.0
01/28/2008,Eldorado National-Kansas,SUSPENSION,Vehicle,14.0
01/28/2008,"Volkswagen Group of America, Inc.",STRUCTURE,Vehicle,510.0
01/28/2008,FOUR WINDS INTERNATIONAL,"SERVICE BRAKES, AIR",Vehicle,21.0
01/28/2008,Glaval Bus,STEERING,Vehicle,62.0
01/25/2008,"Terex South Dakota, Inc.",EQUIPMENT,Equipment,1167.0
01/25/2008,"Nissan North America, Inc.",EQUIPMENT,Vehicle,5523.0
01/25/2008,"Terex South Dakota, Inc.",EQUIPMENT,Equipment,4060.0
01/25/2008,"Tiffin Motorhomes, Inc.",STEERING,Vehicle,1292.0
01/25/2008,ACTIVE TECHNOLOGY,"SERVICE BRAKES, HYDRAULIC",Equipment,359.0
01/24/2008,Volvo Trucks North America,ENGINE AND ENGINE COOLING,Vehicle,798.0
01/24/2008,GOSHEN COACH,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,746.0
01/24/2008,Newmar Corporation,VEHICLE SPEED CONTROL,Vehicle,5575.0
01/23/2008,Hyundai Motor America,EQUIPMENT,Equipment,185.0
01/23/2008,"Autocar, LLC",STEERING,Vehicle,28.0
01/20/2008,Glaval Bus,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,215.0
01/18/2008,"Mitsubishi Motors North America, Inc.",SEAT BELTS,Vehicle,7340.0
01/16/2008,New Horizons RV Corporation,EQUIPMENT,Vehicle,77.0
01/15/2008,"Coachmen RV Company, LLC",STEERING,Vehicle,116.0
01/15/2008,Pierce Manufacturing,STEERING,Vehicle,22.0
01/14/2008,Collins Bus Corporation,SEAT BELTS,Vehicle,296.0
